"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
9.994075103E2,1.234366186E1,7.665421595E1,7.222928055E2,6.343493652E2,9.239999771E0,3.471000061E2,5.359752195E0,1.020714092E1,4.105287552E0,2.600000000E1
1.000403774E3,1.234374054E1,7.665419247E1,7.217547540E2,6.338116455E2,9.500000000E0,3.475000000E2,5.369007657E0,9.935046196E0,3.869121552E0,2.500000000E1
1.001408694E3,1.234382253E1,7.665417778E1,7.223883207E2,6.344455566E2,9.579999924E0,3.482999878E2,5.378139422E0,9.935046196E0,3.972103119E0,2.600000000E1
1.002405768E3,1.234390382E1,7.665416583E1,7.231829014E2,6.352404785E2,8.930000305E0,3.496000061E2,5.386596984E0,9.935046196E0,3.631414175E0,2.800000000E1
1.003404011E3,1.234397902E1,7.665415415E1,7.243339529E2,6.363918457E2,7.579999924E0,3.502999878E2,5.392849533E0,9.935046196E0,3.441144943E0,2.700000000E1
1.004414848E3,1.234403417E1,7.665414292E1,7.250409965E2,6.370991211E2,5.500000000E0,3.497999878E2,5.396930816E0,9.935046196E0,3.365004301E0,2.600000000E1
1.005406305E3,1.234407066E1,7.665413887E1,7.258439441E2,6.379022217E2,4.070000172E0,3.495000000E2,5.401443100E0,9.935046196E0,3.273459196E0,2.700000000E1
1.006405590E3,1.234411023E1,7.665412966E1,7.261859407E2,6.382443848E2,3.690000057E0,3.483999939E2,5.405602057E0,9.935046196E0,3.340344906E0,2.800000000E1
1.007403900E3,1.234414755E1,7.665412712E1,7.247834407E2,6.368420410E2,3.640000105E0,3.483999939E2,5.411131865E0,9.935046196E0,3.212404728E0,2.800000000E1
1.008409450E3,1.234419496E1,7.665411175E1,7.252026742E2,6.372614746E2,4.969999790E0,3.480000000E2,5.417248918E0,9.935046196E0,3.067375898E0,2.800000000E1
1.009411702E3,1.234424994E1,7.665410983E1,7.241481230E2,6.362071533E2,5.829999924E0,3.482999878E2,5.424315286E0,9.935046196E0,3.096994877E0,2.900000000E1
1.010410320E3,1.234431180E1,7.665409493E1,7.243242542E2,6.363835449E2,6.500000000E0,3.486000061E2,5.431157278E0,9.935046196E0,3.258081436E0,2.900000000E1
1.011406775E3,1.234437153E1,7.665407980E1,7.235928016E2,6.356523438E2,6.900000095E0,3.486000061E2,5.438469335E0,9.935046196E0,3.144014120E0,2.700000000E1
1.012412370E3,1.234443474E1,7.665406124E1,7.224677793E2,6.345275879E2,7.460000038E0,3.486000061E2,5.446987468E0,9.935046196E0,3.313089848E0,2.700000000E1
1.013407830E3,1.234451020E1,7.665404773E1,7.226449525E2,6.347050781E2,8.199999809E0,3.486000061E2,5.455452401E0,9.935046196E0,3.230601549E0,2.900000000E1
1.014409977E3,1.234458547E1,7.665403607E1,7.224112381E2,6.344716797E2,8.420000076E0,3.491000061E2,5.463956700E0,9.935046196E0,3.213000774E0,2.900000000E1
1.015412102E3,1.234466093E1,7.665402332E1,7.222572347E2,6.343179932E2,8.239999771E0,3.508999939E2,5.472232954E0,9.935046196E0,3.087208509E0,2.600000000E1
1.016408074E3,1.234473420E1,7.665400992E1,7.227665705E2,6.348276367E2,7.909999847E0,3.541000061E2,5.479345232E0,9.935046196E0,3.105244160E0,2.700000000E1
1.017412497E3,1.234479764E1,7.665400157E1,7.227770466E2,6.348383789E2,7.519999981E0,3.593999939E2,5.486532391E0,9.935046196E0,3.222558022E0,2.800000000E1
1.018407706E3,1.234486188E1,7.665400888E1,7.228368377E2,6.348984375E2,7.300000191E0,6.400000095E0,5.494682776E0,9.935046196E0,3.311429501E0,2.900000000E1
1.019412311E3,1.234493363E1,7.665402422E1,7.238566816E2,6.359185791E2,7.519999981E0,1.330000019E1,5.502087839E0,9.935046196E0,3.422865868E0,2.600000000E1
1.020408945E3,1.234499787E1,7.665404219E1,7.242515571E2,6.363137207E2,7.199999809E0,1.970000076E1,5.508870421E0,9.935046196E0,3.398988962E0,2.500000000E1
1.021398882E3,1.234505538E1,7.665406300E1,7.239297863E2,6.359921875E2,6.719999790E0,2.560000038E1,5.515574378E0,9.935046196E0,3.352057695E0,2.800000000E1
1.022402083E3,1.234510670E1,7.665409539E1,7.238070175E2,6.358696289E2,7.019999981E0,3.060000038E1,5.523921047E0,9.935046196E0,3.215457439E0,2.800000000E1
1.023402293E3,1.234517178E1,7.665413368E1,7.234212525E2,6.354841309E2,7.739999771E0,3.400000000E1,5.533209562E0,9.935046196E0,3.301182270E0,2.800000000E1
1.024406142E3,1.234523904E1,7.665418439E1,7.231790346E2,6.352421875E2,8.760000229E0,3.629999924E1,5.541208138E0,9.935046196E0,3.270475864E0,2.800000000E1
1.025406663E3,1.234529542E1,7.665423012E1,7.233143030E2,6.353776855E2,8.840000153E0,3.890000153E1,5.551133670E0,9.935046196E0,3.411555290E0,2.700000000E1
1.026401461E3,1.234536319E1,7.665428959E1,7.240514543E2,6.361151123E2,9.449999809E0,4.240000153E1,5.562270600E0,1.003821754E1,3.328361511E0,2.700000000E1
1.027403487E3,1.234543845E1,7.665435724E1,7.248144542E2,6.368784180E2,1.022000027E1,4.629999924E1,5.574142320E0,9.935046196E0,3.186758280E0,2.700000000E1
1.028407004E3,1.234551445E1,7.665443400E1,7.248829941E2,6.369472656E2,1.110999966E1,5.009999847E1,5.585578368E0,9.935046196E0,3.074477911E0,2.800000000E1
1.029411549E3,1.234557305E1,7.665452052E1,7.252750944E2,6.373395996E2,1.123999977E1,5.329999924E1,5.598075369E0,9.935046196E0,3.064100504E0,2.800000000E1
1.030408653E3,1.234563893E1,7.665461373E1,7.249102070E2,6.369749756E2,1.171000004E1,5.559999847E1,5.610382752E0,9.935046196E0,3.086184025E0,2.700000000E1
1.031410428E3,1.234570322E1,7.665470596E1,7.249376601E2,6.370026855E2,1.156999969E1,5.779999924E1,5.622850141E0,9.935046196E0,3.034798861E0,2.700000000E1
1.032404210E3,1.234575870E1,7.665480570E1,7.244324362E2,6.364976807E2,1.160999966E1,5.990000153E1,5.634806093E0,9.935046196E0,3.141618729E0,2.600000000E1
1.033406163E3,1.234581013E1,7.665490236E1,7.230818919E2,6.351473389E2,1.159000015E1,6.170000076E1,5.647489344E0,9.935046196E0,3.124191046E0,2.600000000E1
1.034407470E3,1.234586887E1,7.665500245E1,7.226967715E2,6.347624512E2,1.217000008E1,6.350000000E1,5.659241602E0,9.935046196E0,3.106648207E0,2.700000000E1
1.035405985E3,1.234591600E1,7.665509929E1,7.227424854E2,6.348083496E2,1.222000027E1,6.500000000E1,5.671649005E0,9.935046196E0,3.154808044E0,2.800000000E1
1.036410812E3,1.234596595E1,7.665520143E1,7.233531295E2,6.354191895E2,1.235999966E1,6.600000000E1,5.683830675E0,9.935046196E0,3.300746202E0,2.800000000E1
1.037407627E3,1.234601289E1,7.665530276E1,7.235421553E2,6.356083984E2,1.260000038E1,6.759999847E1,5.696888139E0,9.935046196E0,3.464768648E0,2.900000000E1
1.038406840E3,1.234605682E1,7.665541424E1,7.230251402E2,6.350915527E2,1.284000015E1,6.930000305E1,5.710517306E0,9.935046196E0,3.391887665E0,3.000000000E1
1.039414321E3,1.234609934E1,7.665553192E1,7.221349629E2,6.342015381E2,1.277999973E1,7.100000000E1,5.722699061E0,9.935046196E0,3.559184551E0,3.100000000E1
1.040406926E3,1.234613743E1,7.665563707E1,7.223309841E2,6.343977051E2,1.277000046E1,7.259999847E1,5.735288204E0,9.935046196E0,3.576376677E0,3.100000000E1
1.041403289E3,1.234617261E1,7.665574723E1,7.231771646E2,6.352440186E2,1.260999966E1,7.359999847E1,5.747508802E0,9.935046196E0,3.408093691E0,3.200000000E1
1.042409637E3,1.234620396E1,7.665585506E1,7.229274135E2,6.349943848E2,1.227000046E1,7.280000305E1,5.759640127E0,9.935046196E0,3.288414717E0,3.200000000E1
1.043410079E3,1.234623984E1,7.665596053E1,7.237030338E2,6.357701416E2,1.203999996E1,7.169999695E1,5.771951370E0,9.935046196E0,3.238060236E0,3.200000000E1
1.044397873E3,1.234627632E1,7.665606754E1,7.240193012E2,6.360865479E2,1.197999954E1,7.090000153E1,5.784893532E0,9.935046196E0,3.074213028E0,3.200000000E1
1.045402176E3,1.234631648E1,7.665617937E1,7.243307931E2,6.363981934E2,1.222999954E1,7.030000305E1,5.796487986E0,9.935046196E0,3.097951889E0,3.300000000E1
1.046394958E3,1.234634949E1,7.665628062E1,7.230893350E2,6.351568604E2,1.177999973E1,7.090000153E1,5.808331410E0,9.935046196E0,3.163622618E0,3.300000000E1
1.047401861E3,1.234638420E1,7.665638370E1,7.233312684E2,6.353989258E2,1.210999966E1,7.119999695E1,5.820754661E0,9.935046196E0,3.138639212E0,3.200000000E1
1.048406396E3,1.234642258E1,7.665649111E1,7.234500181E2,6.355178223E2,1.210000038E1,7.080000305E1,5.831131342E0,9.935046196E0,3.074971437E0,3.400000000E1
1.049409685E3,1.234645026E1,7.665658234E1,7.236203242E2,6.356882324E2,1.150000000E1,7.030000305E1,5.841672644E0,9.935046196E0,3.080195427E0,3.300000000E1
1.050408488E3,1.234648572E1,7.665667234E1,7.225432831E2,6.346113281E2,1.071000004E1,7.040000153E1,5.851830941E0,9.935046196E0,3.037813902E0,3.200000000E1
1.051406064E3,1.234651642E1,7.665676042E1,7.215973652E2,6.336655273E2,1.019999981E1,7.069999695E1,5.862053779E0,9.935046196E0,2.980820894E0,3.100000000E1
1.052405691E3,1.234654648E1,7.665684936E1,7.216736668E2,6.337419434E2,1.002000046E1,7.109999847E1,5.871857645E0,9.935046196E0,2.885813713E0,2.900000000E1
1.053408861E3,1.234657478E1,7.665693484E1,7.209357664E2,6.330041504E2,9.819999695E0,7.119999695E1,5.881292833E0,9.935046196E0,2.821636915E0,2.800000000E1
1.054397470E3,1.234660030E1,7.665701768E1,7.206112073E2,6.326796875E2,9.640000343E0,7.030000305E1,5.890855903E0,9.935046196E0,2.758226156E0,2.700000000E1
1.055408602E3,1.234662580E1,7.665710176E1,7.205488556E2,6.326174316E2,9.579999924E0,7.000000000E1,5.900183525E0,9.935046196E0,2.679221153E0,2.700000000E1
1.056413374E3,1.234664782E1,7.665718462E1,7.204323189E2,6.325009766E2,9.689999580E0,7.069999695E1,5.911041976E0,9.935046196E0,2.753239632E0,2.900000000E1
1.057408109E3,1.234668174E1,7.665727836E1,7.207496939E2,6.328184814E2,1.031000042E1,7.269999695E1,5.921488043E0,9.935046196E0,2.707313061E0,3.000000000E1
1.058409935E3,1.234671400E1,7.665736868E1,7.209205910E2,6.329895020E2,1.035000038E1,7.359999847E1,5.931492012E0,9.935046196E0,2.764672756E0,3.200000000E1
1.059405752E3,1.234674057E1,7.665745667E1,7.208523758E2,6.329213867E2,9.720000267E0,7.340000153E1,5.941285545E0,9.935046196E0,2.719606638E0,3.200000000E1
1.060408790E3,1.234676597E1,7.665754300E1,7.208622904E2,6.329313965E2,9.890000343E0,7.190000153E1,5.951606929E0,9.935046196E0,2.635981798E0,3.000000000E1
1.061394976E3,1.234680179E1,7.665763066E1,7.204771419E2,6.325463867E2,1.010000038E1,7.059999847E1,5.962205447E0,9.935046196E0,2.624966383E0,2.900000000E1
1.062409436E3,1.234683756E1,7.665772110E1,7.205036152E2,6.325729980E2,1.052000046E1,7.030000305E1,5.973368334E0,9.935046196E0,2.656250238E0,3.000000000E1
1.063404809E3,1.234687417E1,7.665781679E1,7.209700269E2,6.330395508E2,1.089999962E1,7.040000153E1,5.983543912E0,9.935046196E0,2.633939743E0,2.900000000E1
1.064407884E3,1.234689956E1,7.665790679E1,7.206364361E2,6.327060547E2,1.059000015E1,7.150000000E1,5.994537712E0,9.935046196E0,2.659237862E0,2.700000000E1
1.065404161E3,1.234693307E1,7.665800201E1,7.203106244E2,6.323803711E2,1.025000000E1,7.169999695E1,6.005612153E0,9.935046196E0,2.680878162E0,2.700000000E1
1.066407549E3,1.234695829E1,7.665810064E1,7.204960783E2,6.325659180E2,1.096000004E1,7.150000000E1,6.016549090E0,9.935046196E0,2.628163338E0,2.900000000E1
1.067394075E3,1.234699279E1,7.665819493E1,7.204279528E2,6.324979248E2,1.072000027E1,7.090000153E1,6.027473114E0,9.935046196E0,2.590484858E0,3.000000000E1
1.068397571E3,1.234702812E1,7.665828877E1,7.201472994E2,6.322174072E2,1.076000023E1,7.030000305E1,6.038979681E0,9.935046196E0,2.657260656E0,3.000000000E1
1.069407752E3,1.234706352E1,7.665838831E1,7.203562704E2,6.324265137E2,1.122000027E1,7.059999847E1,6.050497789E0,9.935046196E0,2.602947474E0,2.900000000E1
1.070408886E3,1.234709733E1,7.665848854E1,7.201050431E2,6.321754150E2,1.131999969E1,7.109999847E1,6.061345461E0,9.935046196E0,2.654520035E0,3.100000000E1
1.071407749E3,1.234713105E1,7.665858225E1,7.197251531E2,6.317956543E2,1.088000011E1,7.000000000E1,6.072192756E0,9.935046196E0,2.684856176E0,3.100000000E1
1.072408162E3,1.234716691E1,7.665867512E1,7.196222317E2,6.316928711E2,1.046000004E1,6.869999695E1,6.082253578E0,9.935046196E0,2.723242998E0,2.800000000E1
1.073410659E3,1.234719658E1,7.665876262E1,7.176150386E2,6.296857910E2,1.068999958E1,6.830000305E1,6.092377992E0,9.935046196E0,2.654314041E0,2.900000000E1
1.074407659E3,1.234722897E1,7.665884973E1,7.169629366E2,6.290338135E2,1.073999977E1,6.690000153E1,6.103720416E0,9.935046196E0,2.771093607E0,3.000000000E1
1.075408546E3,1.234726935E1,7.665894562E1,7.157412222E2,6.278122559E2,1.097000027E1,6.580000305E1,6.114323270E0,9.935046196E0,2.756420851E0,3.000000000E1
1.076410143E3,1.234730734E1,7.665903515E1,7.154550639E2,6.275262451E2,1.080000019E1,6.469999695E1,6.125778643E0,9.935046196E0,2.808164835E0,3.100000000E1
1.077404211E3,1.234735698E1,7.665912756E1,7.157444187E2,6.278157959E2,1.085000038E1,6.400000000E1,6.135074140E0,9.935046196E0,2.883484364E0,2.900000000E1
1.078408614E3,1.234738928E1,7.665920649E1,7.148989567E2,6.269704590E2,1.064000034E1,6.450000000E1,6.146581935E0,9.935046196E0,3.119416475E0,2.800000000E1
1.079412001E3,1.234743351E1,7.665930227E1,7.144249068E2,6.264965820E2,1.061999989E1,6.440000153E1,6.157172736E0,9.935046196E0,3.172266006E0,3.000000000E1
1.080409130E3,1.234747161E1,7.665939163E1,7.151471708E2,6.272189941E2,1.009000015E1,6.440000153E1,6.164587375E0,9.935046196E0,3.363345861E0,3.100000000E1
1.081402173E3,1.234749519E1,7.665945548E1,7.147935646E2,6.268654785E2,8.079999924E0,6.490000153E1,6.169679975E0,9.935046196E0,3.345869541E0,3.000000000E1
1.082407200E3,1.234750837E1,7.665950038E1,7.142885102E2,6.263604736E2,7.159999847E0,6.519999695E1,6.175877769E0,9.935046196E0,3.312121153E0,3.000000000E1
1.083408019E3,1.234752561E1,7.665955464E1,7.144571461E2,6.265291748E2,6.510000229E0,6.530000305E1,6.182575776E0,9.935046196E0,3.187724352E0,3.200000000E1
1.084407396E3,1.234755137E1,7.665961038E1,7.139027241E2,6.259748535E2,6.309999943E0,6.569999695E1,6.184080126E0,1.000567722E1,3.225472689E0,3.300000000E1
1.085412457E3,1.234755885E1,7.665962192E1,7.139869228E2,6.260590820E2,2.769999981E0,6.630000305E1,6.187804123E0,9.935046196E0,3.190537930E0,3.300000000E1
1.086403943E3,1.234757097E1,7.665965388E1,7.137398058E2,6.258120117E2,3.099999905E0,6.619999695E1,6.192017846E0,9.935046196E0,3.168948412E0,3.300000000E1
1.087405492E3,1.234758795E1,7.665968856E1,7.134269950E2,6.254992676E2,3.750000000E0,6.719999695E1,6.197238307E0,9.935046196E0,3.228045940E0,3.300000000E1
1.088403458E3,1.234760961E1,7.665973120E1,7.126891168E2,6.247614746E2,4.340000153E0,6.709999847E1,6.202248981E0,9.935046196E0,3.164517164E0,3.400000000E1
1.089413078E3,1.234762308E1,7.665977522E1,7.125994664E2,6.246718750E2,4.579999924E0,6.650000000E1,6.207146848E0,9.935046196E0,3.020417452E0,3.200000000E1
1.090405260E3,1.234764450E1,7.665981462E1,7.127343915E2,6.248068848E2,4.780000210E0,6.200000000E1,6.212282003E0,9.935046196E0,3.029198170E0,3.000000000E1
1.091413202E3,1.234766685E1,7.665985599E1,7.110231216E2,6.230957031E2,4.829999924E0,6.050000000E1,6.218240899E0,9.935046196E0,3.028061390E0,3.000000000E1
1.092403096E3,1.234769366E1,7.665990349E1,7.105352224E2,6.226079102E2,5.300000191E0,6.050000000E1,6.223732046E0,9.935046196E0,2.902499437E0,3.200000000E1
1.093408744E3,1.234772139E1,7.665994532E1,7.097818158E2,6.218546143E2,5.639999866E0,5.370000076E1,6.230146501E0,9.935046196E0,2.926176786E0,3.000000000E1
1.094395771E3,1.234776097E1,7.665998828E1,7.083696683E2,6.204426270E2,6.309999943E0,4.309999847E1,6.236494411E0,9.935046196E0,2.928530693E0,3.000000000E1
1.095404064E3,1.234780668E1,7.666002329E1,7.081199698E2,6.201931152E2,7.019999981E0,3.459999847E1,6.243438208E0,9.935046196E0,2.887129545E0,3.100000000E1
1.096401423E3,1.234785827E1,7.666005931E1,7.071682204E2,6.192415771E2,7.619999886E0,2.610000038E1,6.252498598E0,9.935046196E0,2.848631859E0,3.100000000E1
1.097393816E3,1.234793281E1,7.666009300E1,7.068419851E2,6.189156494E2,8.500000000E0,2.179999924E1,6.262290024E0,9.935046196E0,2.864757776E0,3.000000000E1
1.098400072E3,1.234801542E1,7.666012421E1,7.065295096E2,6.186035156E2,9.199999809E0,1.720000076E1,6.272778536E0,9.935046196E0,2.917154789E0,3.000000000E1
1.099404222E3,1.234810637E1,7.666014981E1,7.068413882E2,6.189157715E2,1.018000031E1,1.510000038E1,6.284565936E0,9.935046196E0,2.906859636E0,3.000000000E1
1.100402869E3,1.234820744E1,7.666018254E1,7.070592312E2,6.191340332E2,1.126000023E1,1.569999981E1,6.297117980E0,9.935046196E0,2.891722918E0,3.000000000E1
1.101442438E3,1.234831441E1,7.666021945E1,7.077526359E2,6.198278809E2,1.197999954E1,1.739999962E1,6.309705595E0,9.935046196E0,2.945234299E0,3.000000000E1
1.102451950E3,1.234842450E1,7.666024644E1,7.087280088E2,6.208037109E2,1.289000034E1,1.510000038E1,6.513406470E0,9.935046196E0,2.961303473E0,3.000000000E1
1.102553304E3,1.235022670E1,7.666058290E1,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0,6.539209068E0,1.500000000E3,0.000000000E0,0.000000000E0
1.105248927E3,1.235022512E1,7.666082044E1,7.257132222E2,6.377963867E2,0.000000000E0,0.000000000E0,6.539210180E0,9.999961853E0,1.197087765E1,0.000000000E0
1.105292480E3,1.235022513E1,7.666082044E1,7.257127338E2,6.377958984E2,0.000000000E0,0.000000000E0,6.543325407E0,9.999961853E0,1.197087765E1,0.000000000E0
1.106303216E3,1.235025175E1,7.666084676E1,7.266353552E2,6.387186279E2,0.000000000E0,0.000000000E0,6.545382386E0,6.574631691E0,7.945077896E0,2.500000000E1
1.107301809E3,1.235026900E1,7.666085360E1,7.253445124E2,6.374278564E2,0.000000000E0,0.000000000E0,6.546565537E0,5.054443359E0,5.996480942E0,2.700000000E1
1.108303649E3,1.235027424E1,7.666084412E1,7.270325996E2,6.391159668E2,0.000000000E0,0.000000000E0,6.547537066E0,4.539907932E0,5.212326050E0,2.700000000E1
1.109309427E3,1.235027945E1,7.666085130E1,7.236172955E2,6.357006836E2,0.000000000E0,0.000000000E0,6.548394697E0,4.032941818E0,4.351310253E0,2.800000000E1
1.110307111E3,1.235027758E1,7.666085896E1,7.239219918E2,6.360053711E2,0.000000000E0,0.000000000E0,6.578909852E0,3.790092468E0,3.768305779E0,3.100000000E1
1.110992263E3,1.235022670E1,7.666058290E1,0.000000000E0,0.000000000E0,0.000000000E0,0.000000000E0,6.609822630E0,1.500000000E3,0.000000000E0,0.000000000E0
1.114045078E3,1.235027139E1,7.666086379E1,7.227213347E2,6.348046875E2,0.000000000E0,0.000000000E0,6.609822630E0,8.779605865E0,1.159453392E1,0.000000000E0
1.114083550E3,1.235027139E1,7.666086379E1,7.227213347E2,6.348046875E2,0.000000000E0,0.000000000E0,6.609962197E0,8.779605865E0,1.159453392E1,0.000000000E0
1.115093857E3,1.235027027E1,7.666086437E1,7.218360855E2,6.339194336E2,0.000000000E0,0.000000000E0,6.610169304E0,6.607743263E0,8.801565170E0,3.000000000E1
1.116103317E3,1.235026841E1,7.666086427E1,7.218987154E2,6.339820557E2,0.000000000E0,0.000000000E0,6.610319895E0,5.858285904E0,7.808187008E0,3.000000000E1
1.117098241E3,1.235026973E1,7.666086458E1,7.213515908E2,6.334349365E2,0.000000000E0,0.000000000E0,6.610450745E0,5.176759720E0,6.786221027E0,3.000000000E1
1.118097215E3,1.235027084E1,7.666086498E1,7.214850090E2,6.335683594E2,0.000000000E0,0.000000000E0,6.610970030E0,4.680132389E0,6.073848724E0,3.000000000E1
1.119100382E3,1.235026617E1,7.666086496E1,7.212717717E2,6.333551025E2,0.000000000E0,0.000000000E0,6.611394802E0,4.358044147E0,5.320586205E0,3.100000000E1
1.120099463E3,1.235026296E1,7.666086284E1,7.215118972E2,6.335952148E2,0.000000000E0,0.000000000E0,6.611614125E0,4.133529186E0,4.829586983E0,3.300000000E1
1.121100209E3,1.235026493E1,7.666086294E1,7.212855706E2,6.333688965E2,0.000000000E0,0.000000000E0,6.612051663E0,3.885270596E0,4.363793850E0,2.700000000E1
1.122102558E3,1.235026282E1,7.666085954E1,7.212636064E2,6.333469238E2,0.000000000E0,0.000000000E0,6.612703790E0,3.790092468E0,4.102228642E0,2.700000000E1
1.123091876E3,1.235026418E1,7.666085370E1,7.215941663E2,6.336774902E2,0.000000000E0,0.000000000E0,6.613011796E0,3.790092468E0,3.800074577E0,2.700000000E1
1.124103856E3,1.235026389E1,7.666085652E1,7.216515410E2,6.337348633E2,0.000000000E0,0.000000000E0,6.613708699E0,3.790092468E0,3.637962341E0,3.000000000E1
1.125095530E3,1.235026109E1,7.666086226E1,7.206404450E2,6.327237549E2,0.000000000E0,0.000000000E0,6.613955666E0,3.790092468E0,3.582956076E0,3.000000000E1
1.126088326E3,1.235025912E1,7.666086331E1,7.206469231E2,6.327302246E2,0.000000000E0,0.000000000E0,6.614293111E0,3.790092468E0,3.486681223E0,3.000000000E1
1.127099422E3,1.235026001E1,7.666086628E1,7.205575643E2,6.326408691E2,0.000000000E0,0.000000000E0,6.614600871E0,3.790092468E0,3.224949360E0,3.200000000E1
1.128102505E3,1.235026226E1,7.666086793E1,7.203308705E2,6.324141846E2,0.000000000E0,0.000000000E0,6.614752144E0,3.790092468E0,3.032846928E0,3.100000000E1
1.129099696E3,1.235026112E1,7.666086869E1,7.206806068E2,6.327639160E2,0.000000000E0,0.000000000E0,6.615141898E0,3.790092468E0,2.952677488E0,3.000000000E1
1.130088563E3,1.235026418E1,7.666087044E1,7.206849887E2,6.327683105E2,0.000000000E0,0.000000000E0,6.615453669E0,3.790092468E0,2.842934132E0,2.900000000E1
1.131090947E3,1.235026138E1,7.666087059E1,7.208822661E2,6.329655762E2,0.000000000E0,0.000000000E0,6.616026230E0,3.790092468E0,2.762247086E0,3.000000000E1
1.132101306E3,1.235025640E1,7.666086925E1,7.212377555E2,6.333210449E2,0.000000000E0,0.000000000E0,6.616221743E0,3.790092468E0,2.707501173E0,3.100000000E1
1.133103893E3,1.235025595E1,7.666087099E1,7.211759900E2,6.332592773E2,0.000000000E0,0.000000000E0,6.616615227E0,3.790092468E0,2.688622475E0,2.900000000E1
1.134103039E3,1.235025431E1,7.666086778E1,7.210686967E2,6.331519775E2,0.000000000E0,0.000000000E0,6.616685106E0,3.790092468E0,2.521810293E0,2.900000000E1
1.135097589E3,1.235025468E1,7.666086830E1,7.207027284E2,6.327860107E2,0.000000000E0,0.000000000E0,6.617155178E0,3.790092468E0,2.524538040E0,3.000000000E1
1.136101302E3,1.235025052E1,7.666086753E1,7.200639518E2,6.321472168E2,0.000000000E0,0.000000000E0,6.617373962E0,3.790092468E0,2.500000000E0,2.900000000E1
1.137094797E3,1.235025241E1,7.666086809E1,7.200422154E2,6.321254883E2,0.000000000E0,0.000000000E0,6.617764496E0,3.790092468E0,2.500000000E0,2.900000000E1
1.138101863E3,1.235025371E1,7.666086475E1,7.199833717E2,6.320666504E2,0.000000000E0,0.000000000E0,6.618246436E0,3.790092468E0,2.500000000E0,2.900000000E1
1.139098702E3,1.235025203E1,7.666086066E1,7.201506145E2,6.322338867E2,0.000000000E0,0.000000000E0,6.618370879E0,3.790092468E0,2.500000000E0,2.900000000E1
1.140099512E3,1.235025252E1,7.666085963E1,7.204471211E2,6.325303955E2,0.000000000E0,0.000000000E0,6.619024571E0,3.790092468E0,2.500000000E0,2.800000000E1
1.141099827E3,1.235024678E1,7.666085833E1,7.204125991E2,6.324958496E2,0.000000000E0,0.000000000E0,6.619252434E0,3.790092468E0,2.500000000E0,2.700000000E1
1.142103061E3,1.235024869E1,7.666085909E1,7.203015072E2,6.323847656E2,0.000000000E0,0.000000000E0,6.619431518E0,3.790092468E0,2.500000000E0,2.900000000E1
1.143100942E3,1.235025007E1,7.666085994E1,7.203015015E2,6.323847656E2,0.000000000E0,0.000000000E0,6.619876520E0,3.790092468E0,2.500000000E0,2.900000000E1
1.144089842E3,1.235024799E1,7.666085644E1,7.202554893E2,6.323387451E2,0.000000000E0,0.000000000E0,6.620033330E0,3.790092468E0,2.500000000E0,2.900000000E1
1.145098935E3,1.235024666E1,7.666085596E1,7.201750505E2,6.322583008E2,0.000000000E0,0.000000000E0,6.620598700E0,3.790092468E0,2.500000000E0,2.900000000E1
1.146094995E3,1.235024163E1,7.666085520E1,7.200488507E2,6.321320801E2,0.000000000E0,0.000000000E0,6.620970226E0,3.790092468E0,2.500000000E0,2.900000000E1
1.147099526E3,1.235024091E1,7.666085854E1,7.202549088E2,6.323381348E2,0.000000000E0,0.000000000E0,6.621077247E0,3.790092468E0,2.500000000E0,2.900000000E1
1.148103184E3,1.235024017E1,7.666085917E1,7.204408251E2,6.325240479E2,0.000000000E0,0.000000000E0,6.621634355E0,3.790092468E0,2.500000000E0,2.700000000E1
1.149101941E3,1.235023518E1,7.666085871E1,7.205518078E2,6.326350098E2,0.000000000E0,0.000000000E0,6.621929108E0,3.790092468E0,2.500000000E0,2.800000000E1
1.150095639E3,1.235023341E1,7.666085669E1,7.202959556E2,6.323791504E2,0.000000000E0,0.000000000E0,6.622221706E0,3.790092468E0,2.500000000E0,2.800000000E1
1.151089310E3,1.235023564E1,7.666085812E1,7.203556389E2,6.324388428E2,0.000000000E0,0.000000000E0,6.622670907E0,3.790092468E0,2.500000000E0,2.900000000E1
1.152098435E3,1.235023852E1,7.666086102E1,7.203236447E2,6.324068604E2,0.000000000E0,0.000000000E0,6.623061441E0,3.790092468E0,2.500000000E0,2.900000000E1
1.153098540E3,1.235024191E1,7.666086196E1,7.198462137E2,6.319294434E2,0.000000000E0,0.000000000E0,6.623412344E0,3.790092468E0,2.500000000E0,2.900000000E1
1.154094946E3,1.235024027E1,7.666085920E1,7.198928511E2,6.319760742E2,0.000000000E0,0.000000000E0,6.623830100E0,3.790092468E0,2.500000000E0,2.900000000E1
1.155094559E3,1.235024400E1,7.666085966E1,7.195664195E2,6.316496582E2,0.000000000E0,0.000000000E0,6.624448059E0,3.790092468E0,2.500000000E0,2.900000000E1
1.156096346E3,1.235024921E1,7.666085768E1,7.193278721E2,6.314111328E2,0.000000000E0,0.000000000E0,6.624863928E0,3.790092468E0,2.500000000E0,2.900000000E1
