"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
1.843372492E3,1.250699195E1,7.678217145E1,7.413726252E2,6.541062012E2,2.695999908E1,8.300000000E1,3.185316069E1,1.278832817E1,5.671764374E0,2.100000000E1
1.844375909E3,1.250706035E1,7.678241642E1,7.418750990E2,6.546088867E2,2.693000031E1,8.090000153E1,3.187656176E1,1.293361378E1,5.456661224E0,2.200000000E1
1.845366321E3,1.250707573E1,7.678263141E1,7.418829805E2,6.546168213E2,2.620999908E1,8.119999695E1,3.190626042E1,1.296686840E1,5.491883755E0,2.000000000E1
1.846371946E3,1.250720544E1,7.678287056E1,7.419478940E2,6.546821289E2,2.702000046E1,7.350000000E1,3.193230021E1,1.201644993E1,5.579811573E0,2.100000000E1
1.847370159E3,1.250731301E1,7.678308363E1,7.394786945E2,6.522132568E2,2.688999939E1,6.959999847E1,3.196237798E1,1.239720345E1,5.886533260E0,1.800000000E1
1.848367118E3,1.250740649E1,7.678334363E1,7.413504777E2,6.540853271E2,2.723999977E1,6.869999695E1,3.198782970E1,1.260346222E1,6.136628151E0,1.800000000E1
1.849374918E3,1.250753830E1,7.678353531E1,7.432794000E2,6.560146484E2,2.656999969E1,6.490000153E1,3.201397549E1,1.208092690E1,6.340845585E0,1.900000000E1
1.850365282E3,1.250764564E1,7.678374960E1,7.439719441E2,6.567075195E2,2.665999985E1,6.340000153E1,3.204192110E1,1.204225731E1,6.491155148E0,2.000000000E1
1.851372169E3,1.250776160E1,7.678397799E1,7.437560147E2,6.564919434E2,2.679000092E1,6.200000000E1,3.206878299E1,1.172308922E1,6.254471779E0,1.900000000E1
1.852374899E3,1.250788369E1,7.678419151E1,7.438110636E2,6.565473633E2,2.671999931E1,6.029999924E1,3.209549714E1,1.168234825E1,6.115818501E0,1.900000000E1
1.853371926E3,1.250799650E1,7.678440878E1,7.428684593E2,6.556051025E2,2.664999962E1,5.870000076E1,3.212122112E1,1.154763412E1,6.110443592E0,2.000000000E1
1.854373184E3,1.250811965E1,7.678460938E1,7.424954048E2,6.552324219E2,2.656999969E1,5.700000000E1,3.214778523E1,1.146986485E1,6.046843052E0,2.100000000E1
1.855367170E3,1.250826213E1,7.678480580E1,7.432613308E2,6.559987793E2,2.654000092E1,5.540000153E1,3.217430158E1,1.159794235E1,5.975326538E0,2.000000000E1
1.856371721E3,1.250840054E1,7.678500471E1,7.439457259E2,6.566835938E2,2.645000076E1,5.409999847E1,3.220263812E1,1.123215199E1,5.875146389E0,1.600000000E1
1.857365297E3,1.250855784E1,7.678521008E1,7.441932967E2,6.569316406E2,2.661000061E1,5.359999847E1,3.222915966E1,1.122777271E1,5.996641636E0,1.400000000E1
1.858371184E3,1.250869940E1,7.678540671E1,7.449545866E2,6.576933594E2,2.645999908E1,5.359999847E1,3.225401962E1,1.117210293E1,6.079186916E0,1.500000000E1
1.859372582E3,1.250883880E1,7.678558575E1,7.439115622E2,6.566507568E2,2.630999947E1,5.340000153E1,3.228309079E1,1.153073025E1,6.453904152E0,1.500000000E1
1.860371871E3,1.250898201E1,7.678580980E1,7.439731390E2,6.567127686E2,2.687000084E1,5.390000153E1,3.230816412E1,1.181033421E1,6.907077312E0,1.400000000E1
1.861364421E3,1.250912793E1,7.678598589E1,7.448470873E2,6.575871582E2,2.650000000E1,5.379999924E1,3.233560905E1,1.152974606E1,7.011749744E0,1.400000000E1
1.862359440E3,1.250926221E1,7.678619802E1,7.426507564E2,6.553912354E2,2.694000053E1,5.409999847E1,3.235967323E1,1.172469044E1,7.035416603E0,1.500000000E1
1.863368042E3,1.250939524E1,7.678637287E1,7.415088739E2,6.542497559E2,2.555999947E1,5.490000153E1,3.238780161E1,1.154780865E1,6.825459480E0,1.300000000E1
1.864364774E3,1.250954030E1,7.678658515E1,7.417205917E2,6.544619141E2,2.694000053E1,5.340000153E1,3.241462879E1,1.170818043E1,7.016397476E0,1.300000000E1
1.865366645E3,1.250969529E1,7.678677454E1,7.428819878E2,6.556237793E2,2.632999992E1,5.279999924E1,3.244130302E1,1.180343914E1,7.174756050E0,1.300000000E1
1.866375234E3,1.250984610E1,7.678696563E1,7.426344606E2,6.553767090E2,2.629000092E1,5.320000076E1,3.246597197E1,1.186165142E1,7.484725952E0,1.300000000E1
1.867367137E3,1.250998667E1,7.678714144E1,7.430632340E2,6.558059082E2,2.598999977E1,5.320000076E1,3.248813484E1,1.208825874E1,7.657209873E0,1.300000000E1
1.868372546E3,1.251011651E1,7.678729634E1,7.407610831E2,6.535041504E2,2.529999924E1,5.309999847E1,3.251513604E1,1.194445515E1,7.696801186E0,1.000000000E1
1.869367223E3,1.251025893E1,7.678749780E1,7.412213440E2,6.539648438E2,2.565999985E1,5.450000000E1,3.254425444E1,1.225487709E1,7.631583214E0,1.100000000E1
1.870361239E3,1.251038910E1,7.678773055E1,7.373999019E2,6.501437988E2,2.631999969E1,5.659999847E1,3.257060126E1,1.244442177E1,7.881726265E0,1.000000000E1
1.871375392E3,1.251051349E1,7.678793712E1,7.375882436E2,6.503325195E2,2.628000069E1,5.820000076E1,3.260008126E1,1.288315010E1,7.769667149E0,1.000000000E1
1.872375647E3,1.251061708E1,7.678818710E1,7.370913428E2,6.498359375E2,2.646999931E1,6.250000000E1,3.262735445E1,1.147092628E1,7.324766636E0,9.000000000E0
1.873371008E3,1.251072080E1,7.678841477E1,7.364250089E2,6.491699219E2,2.681999969E1,6.430000305E1,3.265527879E1,1.114210701E1,6.879594326E0,1.100000000E1
1.874365416E3,1.251081070E1,7.678865496E1,7.383412352E2,6.510864258E2,2.652000046E1,6.600000000E1,3.268204016E1,1.091073418E1,6.622797489E0,1.100000000E1
1.875367131E3,1.251089608E1,7.678888545E1,7.384887986E2,6.512342529E2,2.655999947E1,6.769999695E1,3.270826534E1,1.066900921E1,6.306964397E0,1.300000000E1
1.876367149E3,1.251098444E1,7.678910944E1,7.378380134E2,6.505837402E2,2.659000015E1,6.840000153E1,3.273687316E1,1.095740891E1,6.621659279E0,1.300000000E1
1.877362953E3,1.251106136E1,7.678936092E1,7.374782768E2,6.502242432E2,2.695999908E1,6.980000305E1,3.276291267E1,1.144718552E1,6.987181187E0,1.300000000E1
1.878373272E3,1.251114862E1,7.678958352E1,7.372972214E2,6.500434570E2,2.672999954E1,6.990000153E1,3.279624044E1,1.213267899E1,6.989258766E0,1.300000000E1
1.879376665E3,1.251127396E1,7.678986240E1,7.399925149E2,6.527391357E2,2.830999947E1,6.909999847E1,3.282164064E1,1.314550018E1,7.505538464E0,1.100000000E1
1.880370634E3,1.251134450E1,7.679008495E1,7.392857525E2,6.520325928E2,2.764999962E1,7.030000305E1,3.284841653E1,1.350689793E1,7.416829586E0,1.300000000E1
1.881362343E3,1.251131308E1,7.679032950E1,7.340427946E2,6.467895508E2,2.670999908E1,7.740000153E1,3.287631653E1,1.251906204E1,8.236381531E0,1.300000000E1
1.882368992E3,1.251134631E1,7.679058425E1,7.346759860E2,6.474228516E2,2.703000069E1,8.000000000E1,3.290297109E1,1.249562359E1,8.121085167E0,1.400000000E1
1.883365162E3,1.251135012E1,7.679082976E1,7.345175177E2,6.472644043E2,2.720000076E1,8.300000000E1,3.292837313E1,1.177468491E1,7.906045437E0,1.500000000E1
1.884374929E3,1.251137763E1,7.679106206E1,7.354090278E2,6.481560059E2,2.703000069E1,8.459999847E1,3.295581330E1,1.169421387E1,7.643121243E0,1.500000000E1
1.885379260E3,1.251141590E1,7.679131178E1,7.347155442E2,6.474626465E2,2.694000053E1,8.609999847E1,3.298391891E1,1.142981625E1,7.077592373E0,1.800000000E1
1.886374951E3,1.251141790E1,7.679157068E1,7.336403326E2,6.463874512E2,2.712000084E1,8.809999847E1,3.301328444E1,1.181693459E1,6.914544106E0,1.900000000E1
1.887374784E3,1.251143269E1,7.679184077E1,7.339718206E2,6.467189941E2,2.765999985E1,8.950000000E1,3.304139819E1,1.277434921E1,7.268355846E0,1.900000000E1
1.888370991E3,1.251143781E1,7.679209970E1,7.342503595E2,6.469975586E2,2.778000069E1,9.100000000E1,3.307028197E1,1.396859264E1,7.654844761E0,2.000000000E1
1.889364233E3,1.251141123E1,7.679236438E1,7.335724499E2,6.463195801E2,2.788999939E1,9.309999847E1,3.309602332E1,1.515989399E1,8.041775703E0,2.000000000E1
1.890359983E3,1.251133410E1,7.679258796E1,7.338852937E2,6.466322021E2,2.706999969E1,9.659999847E1,3.312225628E1,1.647304726E1,8.415702820E0,2.000000000E1
1.891374813E3,1.251130272E1,7.679282747E1,7.339018575E2,6.466486816E2,2.682999992E1,9.840000153E1,3.314785837E1,1.598391533E1,8.617426872E0,2.100000000E1
1.892371878E3,1.251125025E1,7.679305711E1,7.342645541E2,6.470112305E2,2.661000061E1,1.006999969E2,3.317256038E1,1.662392235E1,8.890510559E0,1.800000000E1
1.893370499E3,1.251119228E1,7.679327678E1,7.333555391E2,6.461020508E2,2.628000069E1,1.028000031E2,3.319908478E1,1.796399117E1,9.218037605E0,1.700000000E1
1.894371068E3,1.251112473E1,7.679351112E1,7.336301460E2,6.463764648E2,2.623999977E1,1.049000015E2,3.322588310E1,1.764220810E1,9.014981270E0,1.700000000E1
1.895373756E3,1.251106002E1,7.679374892E1,7.335804035E2,6.463265381E2,2.623999977E1,1.065999985E2,3.325890278E1,1.781625175E1,8.863140106E0,1.500000000E1
1.896370420E3,1.251096938E1,7.679403858E1,7.335158439E2,6.462617188E2,2.676000023E1,1.085999985E2,3.328689180E1,1.549695206E1,8.649159431E0,1.300000000E1
1.897377401E3,1.251086926E1,7.679427514E1,7.333171596E2,6.460627441E2,2.662999916E1,1.108000031E2,3.331455725E1,1.490349102E1,8.125269890E0,1.200000000E1
1.898371954E3,1.251075643E1,7.679450228E1,7.319710529E2,6.447163086E2,2.650000000E1,1.131999969E2,3.333852142E1,1.414365005E1,7.674068451E0,1.600000000E1
1.899376068E3,1.251066710E1,7.679470318E1,7.315510243E2,6.442960205E2,2.638999939E1,1.150999985E2,3.336581843E1,1.317741585E1,7.253229141E0,1.600000000E1
1.900371025E3,1.251056023E1,7.679492956E1,7.328876391E2,6.456323242E2,2.645999908E1,1.166999969E2,3.339317193E1,1.290058899E1,7.372994900E0,1.700000000E1
1.901367079E3,1.251044774E1,7.679515365E1,7.313491488E2,6.440935059E2,2.647999954E1,1.185999985E2,3.341771499E1,1.283878422E1,7.445245743E0,2.000000000E1
1.902367748E3,1.251033041E1,7.679534515E1,7.300374810E2,6.427814941E2,2.637000084E1,1.205999985E2,3.344471948E1,1.232553005E1,7.011120796E0,2.000000000E1
1.903367402E3,1.251020463E1,7.679555795E1,7.302850418E2,6.430286865E2,2.628000069E1,1.221999969E2,3.347033130E1,1.208909702E1,6.834536076E0,2.000000000E1
1.904359288E3,1.251007912E1,7.679575578E1,7.303116552E2,6.430549316E2,2.618000031E1,1.230999985E2,3.349697561E1,1.210684204E1,6.858643055E0,1.900000000E1
1.905364962E3,1.250992937E1,7.679594739E1,7.285015494E2,6.412443848E2,2.613999939E1,1.249000015E2,3.352241395E1,1.174279118E1,6.643324375E0,1.900000000E1
1.906367639E3,1.250978885E1,7.679613231E1,7.276104838E2,6.403529053E2,2.639999962E1,1.270999985E2,3.355021526E1,1.151577282E1,6.569151878E0,1.900000000E1
1.907369406E3,1.250964050E1,7.679633846E1,7.272555737E2,6.399975586E2,2.654999924E1,1.266999969E2,3.357397787E1,1.139519405E1,6.560994625E0,1.800000000E1
1.908368635E3,1.250951463E1,7.679651536E1,7.272005242E2,6.399421387E2,2.629999924E1,1.263000031E2,3.360028794E1,1.126009464E1,6.458126068E0,1.700000000E1
1.909368517E3,1.250937518E1,7.679671116E1,7.274177315E2,6.401589355E2,2.653000069E1,1.260999985E2,3.362711217E1,1.136877918E1,6.470713139E0,1.900000000E1
1.910370905E3,1.250923807E1,7.679691447E1,7.270510693E2,6.397918701E2,2.637999916E1,1.258000031E2,3.365401637E1,1.128919506E1,6.189528942E0,1.900000000E1
1.911370680E3,1.250908976E1,7.679711029E1,7.259665455E2,6.387069092E2,2.629000092E1,1.271999969E2,3.367910157E1,1.113926888E1,6.114146233E0,1.900000000E1
1.912371742E3,1.250895685E1,7.679729701E1,7.269807309E2,6.397207031E2,2.623999977E1,1.250000000E2,3.370463954E1,1.084457588E1,5.676456451E0,2.100000000E1
1.913374182E3,1.250883112E1,7.679749388E1,7.287264618E2,6.414660645E2,2.630999947E1,1.245000000E2,3.373138468E1,1.065540314E1,5.379160404E0,2.400000000E1
1.914369951E3,1.250870258E1,7.679770212E1,7.293740563E2,6.421132812E2,2.638999939E1,1.235999985E2,3.375595462E1,1.050098324E1,5.109952450E0,2.400000000E1
1.915364567E3,1.250857995E1,7.679789040E1,7.270257842E2,6.397646484E2,2.635000038E1,1.225999985E2,3.378195748E1,1.042094898E1,4.928155422E0,2.400000000E1
1.916370520E3,1.250845257E1,7.679809128E1,7.258752799E2,6.386137695E2,2.642000008E1,1.211999969E2,3.380910014E1,1.039209461E1,4.948512554E0,2.500000000E1
1.917375291E3,1.250832809E1,7.679830636E1,7.272543075E2,6.399924316E2,2.647999954E1,1.201999969E2,3.383490882E1,1.036095524E1,4.625999451E0,2.500000000E1
1.918371503E3,1.250821858E1,7.679851598E1,7.267812397E2,6.395190430E2,2.638999939E1,1.179000015E2,3.386189550E1,1.023320675E1,4.237301350E0,2.300000000E1
1.919373380E3,1.250811527E1,7.679874093E1,7.265430161E2,6.392805176E2,2.637999916E1,1.155000000E2,3.388894722E1,1.026867199E1,4.199363708E0,2.200000000E1
1.920372623E3,1.250801447E1,7.679896773E1,7.271303465E2,6.398675537E2,2.652000046E1,1.140000000E2,3.391485668E1,1.028215122E1,4.097737789E0,2.100000000E1
1.921364308E3,1.250792722E1,7.679918904E1,7.264207615E2,6.391577148E2,2.659000015E1,1.120999985E2,3.394140295E1,1.028915215E1,4.164948940E0,2.200000000E1
1.922366091E3,1.250783991E1,7.679941664E1,7.261634471E2,6.389001465E2,2.663999939E1,1.105000000E2,3.396771834E1,1.066109943E1,4.509559631E0,1.900000000E1
1.923365048E3,1.250775893E1,7.679964442E1,7.247921000E2,6.375285645E2,2.667000008E1,1.089000015E2,3.399378483E1,1.081085491E1,4.563164234E0,1.800000000E1
1.924368564E3,1.250768777E1,7.679987321E1,7.242075887E2,6.369438477E2,2.660000038E1,1.073000031E2,3.402038359E1,1.118286324E1,4.792066097E0,2.100000000E1
1.925362188E3,1.250763043E1,7.680011109E1,7.231603892E2,6.358964844E2,2.671999931E1,1.058000031E2,3.404650561E1,1.137553596E1,4.768570423E0,2.300000000E1
1.926364455E3,1.250758194E1,7.680034654E1,7.241739543E2,6.369099121E2,2.669000053E1,1.045999985E2,3.407319822E1,1.107532310E1,4.614772797E0,2.200000000E1
1.927375060E3,1.250754052E1,7.680058874E1,7.243972148E2,6.371330566E2,2.671999931E1,1.035000000E2,3.410005840E1,1.047164917E1,4.596408367E0,2.000000000E1
1.928375402E3,1.250750221E1,7.680083304E1,7.253405587E2,6.380762939E2,2.681999969E1,1.031999969E2,3.412705210E1,1.046671200E1,4.681271076E0,2.000000000E1
1.929367705E3,1.250744517E1,7.680107474E1,7.254431386E2,6.381787109E2,2.676000023E1,1.034000015E2,3.415348471E1,1.027177048E1,4.470468521E0,2.200000000E1
1.930373604E3,1.250738861E1,7.680131124E1,7.254130268E2,6.381484375E2,2.678000069E1,1.035000000E2,3.418036582E1,1.016889000E1,4.287734032E0,2.200000000E1
1.931377207E3,1.250732832E1,7.680155104E1,7.249110024E2,6.376462402E2,2.676000023E1,1.040999985E2,3.420694703E1,9.980328560E0,3.982159376E0,2.100000000E1
1.932375866E3,1.250727245E1,7.680178912E1,7.244597460E2,6.371948242E2,2.656999969E1,1.043000031E2,3.423354150E1,1.015055370E1,4.062786579E0,2.200000000E1
1.933382091E3,1.250721283E1,7.680202637E1,7.248783740E2,6.376132812E2,2.675000000E1,1.043000031E2,3.426059013E1,1.026753807E1,3.984126329E0,2.200000000E1
1.934368507E3,1.250715781E1,7.680226908E1,7.238887849E2,6.366235352E2,2.667000008E1,1.034000015E2,3.428671644E1,1.050232220E1,4.098194599E0,2.100000000E1
1.935369620E3,1.250711805E1,7.680250628E1,7.244201462E2,6.371547852E2,2.670999908E1,1.024000015E2,3.431270185E1,1.071376610E1,4.268761158E0,2.200000000E1
1.936368584E3,1.250707210E1,7.680274098E1,7.256058232E2,6.383403320E2,2.662999916E1,1.025000000E2,3.433896960E1,1.111046696E1,4.332063198E0,2.300000000E1
1.937373483E3,1.250701388E1,7.680297549E1,7.263045986E2,6.390389404E2,2.645000076E1,1.029000015E2,3.436458457E1,1.136633587E1,4.206768036E0,2.500000000E1
1.938369750E3,1.250695488E1,7.680320358E1,7.259795728E2,6.387137451E2,2.665999985E1,1.026999969E2,3.439114039E1,1.086999798E1,4.289090633E0,2.500000000E1
1.939365835E3,1.250688032E1,7.680343598E1,7.254064248E2,6.381403809E2,2.670000076E1,1.030999985E2,3.441859983E1,1.040060806E1,4.174769878E0,2.500000000E1
1.940372842E3,1.250682787E1,7.680368316E1,7.251012763E2,6.378350830E2,2.678000069E1,1.030000000E2,3.444565441E1,1.021371746E1,4.035854340E0,2.500000000E1
1.941369308E3,1.250677671E1,7.680392681E1,7.249931455E2,6.377268066E2,2.675000000E1,1.029000015E2,3.447235077E1,1.032613373E1,4.257676125E0,2.500000000E1
1.942372082E3,1.250672662E1,7.680416732E1,7.248724385E2,6.376059570E2,2.670999908E1,1.025000000E2,3.449809215E1,1.026989079E1,4.229074955E0,2.400000000E1
1.943371295E3,1.250667541E1,7.680439857E1,7.246124529E2,6.373458252E2,2.671999931E1,1.020999985E2,3.452451541E1,1.037068081E1,4.139401436E0,2.300000000E1
1.944378280E3,1.250661628E1,7.680463432E1,7.252641121E2,6.379973145E2,2.670000076E1,1.018000031E2,3.455186465E1,1.052452660E1,4.157750130E0,2.300000000E1
1.945376218E3,1.250656759E1,7.680488127E1,7.251160569E2,6.378491211E2,2.689999962E1,1.008000031E2,3.457823272E1,1.076585102E1,4.054286003E0,2.400000000E1
1.946373275E3,1.250654528E1,7.680512309E1,7.249997830E2,6.377327881E2,2.663999939E1,9.830000305E1,3.460392952E1,1.042182350E1,3.839073181E0,2.500000000E1
1.947378305E3,1.250652567E1,7.680535895E1,7.249611379E2,6.376940918E2,2.660000038E1,9.609999847E1,3.463096136E1,1.025046825E1,3.826206684E0,2.400000000E1
1.948366366E3,1.250650756E1,7.680560727E1,7.256413600E2,6.383742676E2,2.661000061E1,9.409999847E1,3.465709127E1,1.030450821E1,3.825777054E0,2.500000000E1
1.949375093E3,1.250649252E1,7.680584748E1,7.248511141E2,6.375839844E2,2.659000015E1,9.250000000E1,3.468404697E1,1.021042347E1,3.755451441E0,2.500000000E1
1.950372568E3,1.250647307E1,7.680609499E1,7.250949389E2,6.378277588E2,2.656999969E1,9.109999847E1,3.470955071E1,1.037287807E1,3.896916866E0,2.500000000E1
1.951366968E3,1.250647568E1,7.680632991E1,7.249723647E2,6.377052002E2,2.612999916E1,8.919999695E1,3.473948520E1,1.057551956E1,3.995854855E0,2.300000000E1
1.952374528E3,1.250646047E1,7.680660522E1,7.243751113E2,6.371079102E2,2.754999924E1,8.840000153E1,3.476586623E1,1.105469990E1,4.276050091E0,2.400000000E1
1.953370037E3,1.250645870E1,7.680684823E1,7.247341174E2,6.374669189E2,2.722999954E1,8.719999695E1,3.479085659E1,1.183125496E1,4.555201530E0,2.500000000E1
1.954376408E3,1.250648617E1,7.680707671E1,7.245274843E2,6.372603760E2,2.657999992E1,8.509999847E1,3.481678197E1,1.165837479E1,4.722141743E0,2.400000000E1
1.955377133E3,1.250652485E1,7.680731222E1,7.245836345E2,6.373166504E2,2.654999924E1,8.290000153E1,3.484310455E1,1.070570374E1,4.744699955E0,2.500000000E1
1.956364332E3,1.250656071E1,7.680755190E1,7.250949933E2,6.378281250E2,2.660000038E1,8.119999695E1,3.487033538E1,1.083872128E1,4.942048073E0,2.400000000E1
1.957372847E3,1.250661155E1,7.680779728E1,7.244332110E2,6.371665039E2,2.670000076E1,7.909999847E1,3.489545778E1,1.086446571E1,5.099767208E0,2.400000000E1
1.958370994E3,1.250664623E1,7.680802596E1,7.238810970E2,6.366145020E2,2.630999947E1,7.759999847E1,3.492229147E1,1.064159012E1,5.172239304E0,2.600000000E1
1.959372066E3,1.250669928E1,7.680826710E1,7.272173551E2,6.399509277E2,2.659000015E1,7.600000000E1,3.494704244E1,1.035691929E1,4.791182995E0,2.600000000E1
1.960368844E3,1.250675277E1,7.680848842E1,7.276176993E2,6.403514404E2,2.601000023E1,7.450000000E1,3.496884291E1,1.081767273E1,5.113930225E0,2.700000000E1
1.961371200E3,1.250679806E1,7.680868381E1,7.258037136E2,6.385375977E2,2.482999992E1,7.309999847E1,3.499753095E1,1.109472179E1,5.195717335E0,2.500000000E1
1.962373799E3,1.250687046E1,7.680893746E1,7.261717732E2,6.389058838E2,2.612000084E1,7.159999847E1,3.502661290E1,1.091168404E1,5.042694092E0,2.600000000E1
1.963364198E3,1.250697779E1,7.680918176E1,7.255850159E2,6.383194580E2,2.643000031E1,6.919999695E1,3.505389899E1,1.035616684E1,4.968105316E0,2.700000000E1
1.964378787E3,1.250706719E1,7.680941584E1,7.254730443E2,6.382077637E2,2.690999985E1,6.730000305E1,3.508030519E1,1.016913128E1,4.911333084E0,2.700000000E1
1.965381195E3,1.250715824E1,7.680964050E1,7.287881920E2,6.415231934E2,2.668000031E1,6.559999847E1,3.510696013E1,1.017060947E1,4.905009747E0,2.800000000E1
1.966364953E3,1.250726495E1,7.680986037E1,7.281618864E2,6.408972168E2,2.670000076E1,6.459999847E1,3.513523806E1,1.023609161E1,5.066994190E0,2.700000000E1
1.967375990E3,1.250737973E1,7.681009282E1,7.268081390E2,6.395438232E2,2.644000053E1,6.379999924E1,3.516258730E1,1.030064487E1,5.148047447E0,2.800000000E1
1.968375688E3,1.250749196E1,7.681031700E1,7.260999073E2,6.388359375E2,2.665999985E1,6.329999924E1,3.519018514E1,1.029976463E1,5.271456718E0,2.700000000E1
1.969372828E3,1.250760532E1,7.681054316E1,7.248725071E2,6.376088867E2,2.671999931E1,6.320000076E1,3.521645463E1,1.027270985E1,5.221220016E0,2.700000000E1
1.970371965E3,1.250771515E1,7.681075741E1,7.232427740E2,6.359794922E2,2.670000076E1,6.320000076E1,3.524333385E1,1.030127048E1,5.292521000E0,2.500000000E1
1.971370750E3,1.250782879E1,7.681097595E1,7.243375166E2,6.370745850E2,2.665999985E1,6.309999847E1,3.526995588E1,1.028034306E1,5.298667908E0,2.400000000E1
1.972363476E3,1.250794247E1,7.681119178E1,7.249827962E2,6.377202148E2,2.670000076E1,6.329999924E1,3.529713344E1,1.017218018E1,5.059793472E0,2.500000000E1
1.973377287E3,1.250804953E1,7.681141684E1,7.243760201E2,6.371137695E2,2.673999977E1,6.390000153E1,3.532394078E1,1.002455425E1,4.688363075E0,2.500000000E1
1.974372308E3,1.250815556E1,7.681163862E1,7.253094084E2,6.380474854E2,2.657999992E1,6.509999847E1,3.534972574E1,9.935046196E0,4.352293015E0,2.700000000E1
1.975370822E3,1.250824831E1,7.681185632E1,7.248014305E2,6.375397949E2,2.654000092E1,6.650000000E1,3.537665678E1,9.935046196E0,4.426844120E0,2.800000000E1
1.976372072E3,1.250834163E1,7.681208525E1,7.246246272E2,6.373632812E2,2.644000053E1,6.830000305E1,3.540318596E1,9.935046196E0,4.409817696E0,2.900000000E1
1.977371887E3,1.250842629E1,7.681231373E1,7.247301986E2,6.374691162E2,2.655999947E1,7.009999847E1,3.543027720E1,9.935046196E0,4.204109669E0,2.900000000E1
1.978370470E3,1.250850813E1,7.681254879E1,7.254888544E2,6.382280273E2,2.670999908E1,7.200000000E1,3.545730996E1,9.935046196E0,4.205553055E0,2.700000000E1
1.979372132E3,1.250858079E1,7.681278643E1,7.254920447E2,6.382314453E2,2.676000023E1,7.380000305E1,3.548357915E1,9.972870827E0,4.298215866E0,2.700000000E1
1.980370799E3,1.250863091E1,7.681302291E1,7.263246486E2,6.390642090E2,2.652000046E1,7.580000305E1,3.551313012E1,1.025260162E1,4.365677357E0,2.500000000E1
1.981369669E3,1.250870308E1,7.681328490E1,7.258993725E2,6.386391602E2,2.739999962E1,7.750000000E1,3.553825987E1,1.034772396E1,4.352959156E0,2.500000000E1
1.982371477E3,1.250875529E1,7.681351013E1,7.273657595E2,6.401057129E2,2.663999939E1,7.919999695E1,3.556539303E1,9.994468689E0,4.394302368E0,2.400000000E1
1.983370173E3,1.250880568E1,7.681375469E1,7.283233623E2,6.410634766E2,2.645999908E1,8.059999847E1,3.559206675E1,1.001101208E1,4.716886520E0,2.400000000E1
1.984367863E3,1.250885498E1,7.681399516E1,7.287222526E2,6.414625244E2,2.655999947E1,8.169999695E1,3.561849413E1,9.935046196E0,4.663007259E0,2.500000000E1
1.985364524E3,1.250889419E1,7.681423527E1,7.281436343E2,6.408840332E2,2.657999992E1,8.290000153E1,3.564493956E1,9.935046196E0,4.642777920E0,2.500000000E1
1.986364601E3,1.250892819E1,7.681447638E1,7.280756517E2,6.408161621E2,2.645000076E1,8.240000153E1,3.567082129E1,9.935046196E0,4.480922699E0,2.400000000E1
1.987372557E3,1.250895408E1,7.681471332E1,7.274633823E2,6.402039795E2,2.643000031E1,8.359999847E1,3.569711583E1,9.974863052E0,4.361149311E0,2.600000000E1
1.988368411E3,1.250899346E1,7.681495216E1,7.253012674E2,6.380419922E2,2.657999992E1,8.250000000E1,3.572300148E1,1.042200470E1,4.349745274E0,2.600000000E1
1.989371332E3,1.250900617E1,7.681519026E1,7.246552242E2,6.373959961E2,2.625000000E1,8.490000153E1,3.574846572E1,1.021846962E1,4.695263863E0,2.600000000E1
1.990368916E3,1.250904856E1,7.681542078E1,7.222986424E2,6.350395508E2,2.623999977E1,8.380000305E1,3.577204268E1,1.029690170E1,4.634736538E0,2.600000000E1
1.991368183E3,1.250905199E1,7.681563794E1,7.227849523E2,6.355258789E2,2.553000069E1,8.480000305E1,3.579543673E1,1.068799400E1,4.751291752E0,2.500000000E1
1.992368594E3,1.250905939E1,7.681585331E1,7.232714943E2,6.360124512E2,2.512000084E1,8.550000000E1,3.582267682E1,1.101239300E1,4.752793789E0,2.300000000E1
1.993372056E3,1.250903090E1,7.681610254E1,7.236225235E2,6.363634033E2,2.562999916E1,8.830000305E1,3.584820072E1,1.098554897E1,4.903030872E0,2.100000000E1
1.994362844E3,1.250901832E1,7.681633731E1,7.247547551E2,6.374956055E2,2.548999977E1,8.959999847E1,3.587468143E1,1.129103565E1,4.920358658E0,2.400000000E1
1.995362634E3,1.250907455E1,7.681657435E1,7.252118519E2,6.379528809E2,2.572999954E1,8.530000305E1,3.590045689E1,1.050271225E1,4.929912567E0,2.600000000E1
1.996370451E3,1.250907514E1,7.681681179E1,7.248854254E2,6.376264648E2,2.584000015E1,8.500000000E1,3.592577110E1,1.048783875E1,5.065098763E0,2.500000000E1
1.997364905E3,1.250910642E1,7.681704277E1,7.256187208E2,6.383598633E2,2.600000000E1,8.450000000E1,3.595146994E1,1.045118046E1,5.207317352E0,2.600000000E1
1.998376569E3,1.250910902E1,7.681727949E1,7.247441926E2,6.374853516E2,2.579999924E1,8.500000000E1,3.597817821E1,1.027507019E1,5.078861713E0,2.600000000E1
1.999362655E3,1.250913732E1,7.681752381E1,7.251678041E2,6.379090576E2,2.579999924E1,8.500000000E1,3.600395498E1,1.032023811E1,5.279042721E0,2.700000000E1
